Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
18-T-294,Strep A Vaccines,"Tennant, Thelma",,Matthew Tirrell,Closed/Inactive,8/14/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,Pritzker School of Molecular Engineering (PME),,, ,,,0,,0,,14-D-062,Matthew Tirrell,"Bakalyar, Heather",,
18-T-295,PURLs: Priority Updates from the Research Literature,"Unassigned, Unassigned",,Kathleen Rowland,Waived Rights to Inventor,7/29/2014,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-053,Kathleen Rowland,"Unassigned, Unassigned",,
18-T-296,Heightened sensitivity to anesthetics as the basis for diagnosing autism,"Butler, Brittany",,Peggy Mason,Closed/Inactive,7/28/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurobiology, Pharmacological and Physiological Sciences",,, ,,,0,,0,,14-D-051,"Aaron Fox, Peggy Mason, Zheng Xie","Butler, Brittany",,
18-T-297,CXCL10/CXCR3 axis as target for melanoma diagnostic or therapeutic,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,7/25/2014,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,14-D-050,"Ralph Weichselbaum, Sean Wightman","Dembo, Anna",,
18-T-298,A Novel Diagnostic Assay to Determine Impaired Vascular Integrity-Associated Disease Progression Using Human Serum Exosome Quantification,"Tennant, Thelma",,Peng Liu,Waived Rights to Inventor,7/22/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,14-D-049,"Peng Liu, Tamara Mirzapoiazova, Patrick Singleton","Bakalyar, Heather",,
18-T-300,Host-directed antimicrobial drugs with broad-spectrum efficacy against intracellular bacterial pathogens,"Butler, Brittany",,Howard Shuman,Closed/Inactive,6/26/2014,No,,,,,10/31/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,, ,,,0,,0,,14-D-045,"Daniel Czyz, Howard Shuman","Dembo, Anna",,
18-T-301,Surgery Waiting Room Communicator,"Butler, Brittany",,Raymon Grogan,Closed/Inactive,6/20/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,,,0,,0,,14-D-041,Raymon Grogan,"Butler, Brittany",,
18-T-302,Selective D3 Receptor Antagonists for the Treatment of Anorexia Nervosa,"Unassigned, Unassigned",,Stephanie Dulawa,Closed/Inactive,4/23/2014,No,,,,,10/31/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Psychiatry and Behavioral Neuroscience",,, ,,,0,,0,,14-D-029,Stephanie Dulawa,"Unassigned, Unassigned",,
18-T-303,Ultra-High Framerate Single Photon Counting Camera,"Unassigned, Unassigned",,Jonathan Simon,Closed/Inactive,3/24/2014,No,,,,,10/31/2018,11/1/2020,11/1/2020,###############################################################################################################################################################################################################################################################,"Physical Sciences Division (PSD), Physics",,, ,,,0,,0,,14-D-021,"Markus Greiner, Jonathan Simon","Cox, Ben",,
18-T-304,"A designed ""antibody-like"" protein that is chemically synthesized, and is a picomolar antagonist of mirror-image form of natural VEGF-A (namely D-VEGF-A).","Muite, Kevin",,Dong Jun Lee,Closed/Inactive,3/14/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-017,Dong Jun Lee,"Ginsburg, Eric",,
18-T-305,A highly stable D-protein antagonist of VEGF-A that is easier to synthesize chemically.,"Muite, Kevin",,Dong Jun Lee,Closed/Inactive,3/14/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-016,"Dong Jun Lee, Kalyaneswar Mandal","Ginsburg, Eric",,
18-T-306,Alginate encapsulation of cells for the in vivo measurement of cellular cholesterol homeostasis,"Unassigned, Unassigned",,Timothy Sontag,Closed/Inactive,2/25/2014,No,,,,,10/31/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,14-D-013,"Bijoy Chellan, Godfrey Getz, Catherine Reardon-Alulis, Timothy Sontag","Unassigned, Unassigned",,
18-T-307,"Augmentation of Vestibular Input with a Simple Head-Worn Device: ""Towards a Vestibular Cane""","Butler, Brittany",,Michael Gluth,Closed/Inactive,2/24/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-011,Michael Gluth,"Butler, Brittany",,
18-T-308,The beta-catenin signaling pathway defines pro-inflammatory regulatory T-cells (Tregs) and T helper 17 (Th17) cells.,"Tennant, Thelma",,Fotini Gounari,Closed/Inactive,2/11/2014,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Rheumatology",,, ,,,0,,0,,14-D-008,Fotini Gounari,"Dembo, Anna",,
18-T-309,Ultra-thin insulator for surgical instruments,"Butler, Brittany",,Raymon Grogan,Closed/Inactive,2/5/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,,,0,,0,,14-D-006,Raymon Grogan,"Butler, Brittany",,
18-T-310,Computerized Adaptive Tests for Mental Health Assessment,"Smith, Dane",,Robert Gibbons,Closed/Inactive,2/4/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-005,Robert Gibbons,"Ginsburg, Eric",,
