search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10640549-B2,Recombinant antibodies that recognize the C-terminal domains of Ebola virus nucleoprotein ,"University Of Virginia Patent Foundation, The University Of Chicago","Zygmunt S. DEREWENDA, Daniel A. ENGEL, Anthony Kossiakoff, Elena K. Davydova, Mateusz JASKOLOWSKI",2014-10-17,2015-10-16,2020-05-05,2020-05-05,https://patents.google.com/patent/US10640549B2/en,https://patentimages.storage.googleapis.com/99/05/36/a9c51133a23266/US10640549-20200505-D00001.png
US-8846341-B2,Marker panels for idiopathic pulmonary fibrosis diagnosis and evaluation ,"University of Pittsburgh—of the Commonwealth System of Higher Education, The University Of Chicago, Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas—D.F.","Naftali Kaminski, Kevin F. Gibson, Bernadette R. Gochuico, Thomas J. Richards, Ivan Rosas, Kazuhisa Konishi, Moises Selman, Jose David Herazo-Maya, Imre Noth",2008-09-05,2011-03-03,2014-09-30,2014-09-30,https://patents.google.com/patent/US8846341B2/en,https://patentimages.storage.googleapis.com/69/e0/f4/a7a06f06140abf/US08846341-20140930-D00000.png
EP-3394032-A4,"Compounds and methods for treating, detecting, and identifying compounds to treat apicomplexan parasitic diseases ","The University of Chicago, Institute for Systems Biology, University of Leeds, The J. Craig Venter Institute, The University of Strathclyde, U.S. Government, as represented by The Secretary of the Army Medical Command (MEDCOM)","Rima Mcleod, Martin MCPHILLIE, Colin W.g. FISHWICK, Hernan Alejandro LORENZI, Kai Wang, Teak-kyun KIM, Yong Zhou, Leroy E. Hood, Ying Zhou, Kamal El Bissati, James Gordon, Mark Hickman, QiGui LI, Craig Roberts",2015-12-21,2016-12-20,2019-09-18,,https://patents.google.com/patent/EP3394032A4/en,
US-2017273954-A1,Methods and compositions for bacteria infections ,"The University Of Chicago, The Board Of Regents Of The University Of Illinois","Robert S. Daum, Susan Boyle-Vavra, Michael E. Johnson",2013-03-15,2017-06-09,2017-09-28,,https://patents.google.com/patent/US20170273954A1/en,https://patentimages.storage.googleapis.com/06/37/a0/6ec78a54041108/US20170273954A1-20170928-D00000.png
US-2005274000-A1,Methods for fabricating lithium rechargeable batteries ,The University Of Chicago,"Bookeun Oh, Khalil Amine",2004-06-14,2005-05-23,2005-12-15,,https://patents.google.com/patent/US20050274000A1/en,https://patentimages.storage.googleapis.com/c6/17/92/c5433c68846c0c/US20050274000A1-20051215-D00000.png
US-7998739-B2,Methods of activating NKT cells ,"The Scipps Research Institute, Brigham Young University, The University Of Chicago","Albert Bendelac, Dapeng Zhou, Luc Teyton, Paul Savage",2004-09-03,2005-09-02,2011-08-16,2011-08-16,https://patents.google.com/patent/US7998739B2/en,https://patentimages.storage.googleapis.com/07/ec/92/0b51f99ebebb1d/US07998739-20110816-D00001.png
US-2004134785-A1,Advanced high-throughput electrorefiner design ,The University Of Chicago,"Eddie Gay, James Willit, Donald Preuss",2003-01-09,2003-01-09,2004-07-15,,https://patents.google.com/patent/US20040134785A1/en,https://patentimages.storage.googleapis.com/c4/56/61/56fefb4571e9e1/US20040134785A1-20040715-D00000.png
US-2010130398-A1,Method of decontaminating a porous surface contaminated with cesium ,The University Of Chicago,"Michael D. Kaminski, Martha R. Finck, Carol J. Mertz",2005-09-28,2005-09-28,2010-05-27,,https://patents.google.com/patent/US20100130398A1/en,https://patentimages.storage.googleapis.com/81/e3/31/fcd054d0fa14dd/US20100130398A1-20100527-D00000.png
US-2007029189-A1,Combinatorial electrochemical deposition system ,The University Of Chicago,Michael Zach,2005-08-02,2006-05-31,2007-02-08,,https://patents.google.com/patent/US20070029189A1/en,https://patentimages.storage.googleapis.com/c0/ea/72/e9acd88ab0aa70/US20070029189A1-20070208-D00000.png
US-7585844-B2,Myosin light chain kinase inhibitors and methods of use ,"The University Of Chicago, University College Cardiff Consultants Ltd.","Jerrold R. Turner, Randall J. Mrsny",2004-04-21,2005-04-21,2009-09-08,2009-09-08,https://patents.google.com/patent/US7585844B2/en,
US-7081483-B2,Polyfunctional dispersants for controlling viscosity of phyllosilicates ,The University Of Chicago,David J. Chaiko,2001-07-03,2003-06-02,2006-07-25,2006-07-25,https://patents.google.com/patent/US7081483B2/en,
US-10176603-B2,Sinogram (data) domain pansharpening method and system for spectral CT ,"The University Of Chicago, Toshiba Medical Systems Corporation","David RIGIE, Patrick La Riviere, Adam PETSCHKE, Yuexing Zhang",2013-08-07,2013-08-07,2019-01-08,2019-01-08,https://patents.google.com/patent/US10176603B2/en,https://patentimages.storage.googleapis.com/70/05/4f/d8a81d5ca72ba3/US10176603-20190108-D00000.png
US-2015043795-A1,Image domain pansharpening method and system for spectral ct with large pixel energy discriminating detectors ,"Toshiba Medical Systems Corporation, The University Of Chicago","David RIGIE, Patrick La Riviere, Adam PETSCHKE",2013-08-07,2013-08-07,2015-02-12,,https://patents.google.com/patent/US20150043795A1/en,https://patentimages.storage.googleapis.com/f6/4b/0c/057f549ffa838c/US20150043795A1-20150212-D00000.png
US-2006235269-A1,"Method, apparatus and kit for bile or pancreatic duct endoscopy ",The University Of Chicago,Irving Waxman,2005-04-15,2005-04-15,2006-10-19,,https://patents.google.com/patent/US20060235269A1/en,https://patentimages.storage.googleapis.com/3f/66/ec/b00562d264e528/US20060235269A1-20061019-D00000.png
US-2007044760-A1,Nitrogen enriched combustion of a natural gas internal combustion engine to reduce NOx emissions ,The University Of Chicago,"Munidhar Biruduganti, Sreenath Gupta, R. Sekar, Steven McConnell",2005-08-30,2006-06-09,2007-03-01,,https://patents.google.com/patent/US20070044760A1/en,https://patentimages.storage.googleapis.com/67/ba/4e/0b677eb5aa33ac/US20070044760A1-20070301-D00000.png
US-2004048156-A1,Electrode for a lithium cell ,The University Of Chicago,"Michael Thackeray, John Vaughey, Dennis Dees",2002-09-10,2003-01-07,2004-03-11,,https://patents.google.com/patent/US20040048156A1/en,https://patentimages.storage.googleapis.com/92/0e/b7/c90dfb4fbf79f7/US20040048156A1-20040311-D00000.png
US-2016074373-A1,Methods and compositions for inhibiting human copper trafficking proteins atox1 and ccs ,"The University Of Chicago, Shanghai Institute Of Materia Medica, Chinese Academy Of Sciences","Chuan He, Jing Wang, Hualiang Jiang, Cheng Luo, Hong Liu, Junyan LU",2013-01-23,2014-01-23,2016-03-17,,https://patents.google.com/patent/US20160074373A1/en,https://patentimages.storage.googleapis.com/36/b7/51/81f3cfa3eaba5c/US20160074373A1-20160317-D00001.png
US-7326418-B2,Identification of novel factors that block programmed cell death or apoptosis by targeting JNK ,University Of Chicago,"Guido Franzoso, Salvatore Papa, Concetta Bubici, Francesca Zazzeroni",2001-10-02,2004-11-29,2008-02-05,2008-02-05,https://patents.google.com/patent/US7326418B2/en,https://patentimages.storage.googleapis.com/US7326418B2/US07326418-20080205-D00001.png
US-2006028863-A1,Magnetic memory using single domain switching by direct current ,The University Of Chicago,"Seok-Hwan Chung, Axel Hoffmann",2004-08-05,2004-08-05,2006-02-09,,https://patents.google.com/patent/US20060028863A1/en,https://patentimages.storage.googleapis.com/e0/08/05/78f51f07f3448d/US20060028863A1-20060209-D00000.png
US-10599551-B2,Automatically detecting distributed concurrency errors in cloud systems ,"The University Of Chicago, Futurewei Technologies, Inc.","Shan Lu, Haopeng Liu, Guangpu Li, Haryadi Gunawi, Chen Tian, Feng Ye",2016-08-12,2017-08-03,2020-03-24,2020-03-24,https://patents.google.com/patent/US10599551B2/en,https://patentimages.storage.googleapis.com/b4/89/54/f05340a93fe7b1/US10599551-20200324-D00000.png
US-2008220416-A1,Compositions for Inhibiting Cell Growth and Inducing Apoptosis in Cancer Cells and Methods of Use Thereof ,The Board Of Trustees Of The University Of Illinoi,"Lucio Miele, Brian Nickoloff",2004-05-20,2005-05-20,2008-09-11,,https://patents.google.com/patent/US20080220416A1/en,https://patentimages.storage.googleapis.com/0f/6f/1c/1a99dc09b090fa/US20080220416A1-20080911-D00000.png
US-2007044662-A1,Method for fabricating dense thin film cermet hydrogen separation membrane ,The University Of Chicago,"Sun-Ju Song, Tae Lee, Ling Chen, Stephen Dorris, Uthamalingam Balachandran",2005-08-25,2006-05-05,2007-03-01,,https://patents.google.com/patent/US20070044662A1/en,https://patentimages.storage.googleapis.com/14/a5/a7/19a7a93c24a765/US20070044662A1-20070301-D00000.png
US-2006251947-A1,Bipolar plate supported solid oxide fuel cell with a sealed anode compartment ,The University Of Chicago,"John Carter, Joong-Myeon Bae, Terry Cruse, James Ralph, Deborah Myers",2005-05-03,2006-04-18,2006-11-09,,https://patents.google.com/patent/US20060251947A1/en,https://patentimages.storage.googleapis.com/79/2a/9e/8ebf9949ec8a6a/US20060251947A1-20061109-D00000.png
US-2013236419-A1,Compositions and methods related to attenuated staphylococcal strains ,The University Of Chicago,"Olaf Schneewind, Hye-Young Kim, Dominique M. Missiakas, Hwan Keun Kim",2010-09-09,2011-09-09,2013-09-12,,https://patents.google.com/patent/US20130236419A1/en,https://patentimages.storage.googleapis.com/6a/37/00/6d2d6f5025e6a9/US20130236419A1-20130912-D00001.png
US-2010167918-A1,Aligned carbon nanotube with electro-catalytic activity for oxygen reduction reaction ,The University Of Chicago,"Di-Jia Liu, Junbing Yang, Xiaoping Wang",2005-05-26,2006-03-03,2010-07-01,,https://patents.google.com/patent/US20100167918A1/en,https://patentimages.storage.googleapis.com/0a/b6/91/dffc8445aa4ae6/US20100167918A1-20100701-D00000.png
US-2006177464-A1,Methods and compositions involving LcrV proteins ,The University Of Chicago And Michigan State University,"Olaf Schneewind, Deborah Anderson, Robert Brubaker, Kristin DeBord, R. DePaolo, Katie Overheim, Elizabeth Morrin, Bana Jabri",2004-12-02,2005-12-02,2006-08-10,,https://patents.google.com/patent/US20060177464A1/en,https://patentimages.storage.googleapis.com/55/99/0f/91c6e25601308e/US20060177464A1-20060810-D00001.png
US-2007059272-A1,Modulation of microbial pathogen-host cell interactions ,The University Of Chicago,John Alverdy,2005-06-03,2006-06-02,2007-03-15,,https://patents.google.com/patent/US20070059272A1/en,https://patentimages.storage.googleapis.com/42/15/6f/6161caeaa5d0a5/US20070059272A1-20070315-D00001.png
US-2004077099-A1,Biochip reader with enhanced illumination and bioarray positioning apparatus ,The University Of Chicago,"Gennadiy Yershov, Oleg Alferov, Alexander Kukhtin",2002-05-06,2003-07-14,2004-04-22,,https://patents.google.com/patent/US20040077099A1/en,https://patentimages.storage.googleapis.com/49/a8/9c/00b5bfacf03f23/US20040077099A1-20040422-D00000.png
US-2011160174-A1,Method Of Treating Disorder Related To High Cholesterol Concentration ,University Of Chicago,"Ching Song, Shutsung Liao, Qing Dai",2001-05-03,2011-03-11,2011-06-30,,https://patents.google.com/patent/US20110160174A1/en,
US-2018008594-A1,Use of opioid antagonists ,The University Of Chicago,"Jonathan Moss, Mark Lingen, Patrick A. Singleton, Joe G.N. Garcia",2005-03-07,2017-07-07,2018-01-11,,https://patents.google.com/patent/US20180008594A1/en,https://patentimages.storage.googleapis.com/ef/60/ed/79ca3cbac318c2/US20180008594A1-20180111-D00000.png
JP-2021052786-A,Bipyramid-templated synthesis of monodisperse noble metal nanocrystals ,"ザ・ユニバーシティ・オブ・シカゴＴｈｅ Ｕｎｉｖｅｒｓｉｔｙ Ｏｆ Ｃｈｉｃａｇｏ, Univ Of Chicago, ザ・ユニバーシティ・オブ・シカゴ","ワイツマン ヨッシ, Weizmann Yossi, ワイツマン ヨッシ, ギブソン カイル, Gibson Kyle, ギブソン カイル, チュン−フン リ, Jung-Hoon Lee, チュン−フン リ, チェグラコフ ゾーヤ, Cheglakov Zoya, チェグラコフ ゾーヤ",2015-06-08,2020-12-16,2021-04-08,,https://patents.google.com/patent/JP2021052786A/en,https://patentimages.storage.googleapis.com/cf/77/cd/5fa59eafd9b9cb/2021052786-14.png
US-2004115783-A1,Immobilized biocatalytic enzymes in electrodeionization (EDI) ,The University Of Chicago,"Michelle Arora, Jamie Hestekin, YuPo Lin, Edward St. Martin, Seth Snyder",2002-11-05,2003-11-05,2004-06-17,,https://patents.google.com/patent/US20040115783A1/en,https://patentimages.storage.googleapis.com/4d/8f/3c/e7763fd11656e0/US20040115783A1-20040617-D00000.png
US-2016250327-A1,Methods and compositions to reduce liver damage associated with conditions or therapies that affect the immune system ,The University Of Chicago,Yang-Xin Fu,2010-07-16,2016-03-28,2016-09-01,,https://patents.google.com/patent/US20160250327A1/en,https://patentimages.storage.googleapis.com/23/af/3c/dc2d4816e37309/US20160250327A1-20160901-D00001.png
US-2016317631-A1,Increased t-cell tumor infiltration and eradication of metastases by mutant light ,The University Of Chicago,Yang-Xin Fu,2003-06-11,2016-01-22,2016-11-03,,https://patents.google.com/patent/US20160317631A1/en,https://patentimages.storage.googleapis.com/40/84/bf/a85dd8b1653d48/US20160317631A1-20161103-D00001.png
US-2017062229-A1,Atomic layer chemical patterns for block copolymer assembly ,"The University Of Chicago, Wisconsin Alumni Research Foundation","Paul Franklin Nealey, Tzu-Hsuan Chang, Shisheng Xiong, Zhenqiang Ma, Michael Scott Arnold, Robert Jacobberger",2015-07-20,2016-07-20,2017-03-02,,https://patents.google.com/patent/US20170062229A1/en,https://patentimages.storage.googleapis.com/74/44/4e/ba9ad51059fc0e/US20170062229A1-20170302-D00000.png
US-2006106049-A1,Histone deacetylase inhibitors and methods of use ,The University Of Chicago,Olatoyosi Odenike,2004-11-17,2005-11-17,2006-05-18,,https://patents.google.com/patent/US20060106049A1/en,
US-2018245128-A1,Composition and methods for detecting adenosine modifications ,The University Of Chicago,"Chuan He, Kai Chen, Qing Dai",2015-08-31,2016-08-30,2018-08-30,,https://patents.google.com/patent/US20180245128A1/en,https://patentimages.storage.googleapis.com/c7/c3/8b/77da29036491b5/US20180245128A1-20180830-D00001.png
US-2004203034-A1,Optimization of cancer treatment with irinotecan ,The University Of Chicago,"Mark Ratain, Federico Innocenti, Anna Di Rienzo, Carrie Grimsley",2003-01-03,2004-01-05,2004-10-14,,https://patents.google.com/patent/US20040203034A1/en,https://patentimages.storage.googleapis.com/07/ac/56/4c38ebdd094d9a/US20040203034A1-20041014-D00001.png
US-2009074276-A1,Voxel Matching Technique for Removal of Artifacts in Medical Subtraction Images ,The University Of Chicago,"Kunio Doi, Shigehiko Katsuragawa, Yoshinori Itai, Hyoungseop Kim",2007-09-19,2008-09-18,2009-03-19,,https://patents.google.com/patent/US20090074276A1/en,https://patentimages.storage.googleapis.com/US20090074276A1/US20090074276A1-20090319-D00000.png
US-11136618-B2,Methods and compositions for determining pH ,"The University Of Chicago, The National Centre for Biological Sciences, Tata Institute of Fundamental Research","Yamuna Krishnan, Saheli Halder",2015-05-19,2016-05-18,2021-10-05,2021-10-05,https://patents.google.com/patent/US11136618B2/en,https://patentimages.storage.googleapis.com/1a/4f/f9/84bf436145f7ce/US11136618-20211005-D00001.png
US-10585091-B2,Digital assay for quantifying and concentrating analytes ,"The University Of Chicago, California Institute Of Technology","Rustem F. Ismagilov, Stephanie McCalla, Travis SCHLAPPI, Toan Huynh, Justin ROLANDO, Weishan Liu, Shencheng GE, Jason E. Kreutz",2013-07-19,2016-01-19,2020-03-10,2020-03-10,https://patents.google.com/patent/US10585091B2/en,https://patentimages.storage.googleapis.com/f2/dd/62/5c8bcb3a9e8900/US10585091-20200310-D00000.png
US-2021121456-A1,Use of methylnaltrexone to attenuate tumor progression ,"Salix Pharmaceuticals, Inc., The University Of Chicago","Jonathan Moss, Lorin K. Johnson",2014-10-17,2020-10-05,2021-04-29,,https://patents.google.com/patent/US20210121456A1/en,https://patentimages.storage.googleapis.com/44/e5/e3/f1bd75d1a994d3/US20210121456A1-20210429-D00001.png
US-2006222850-A1,Synthesis of a self assembled hybrid of ultrananocrystalline diamond and carbon nanotubes ,The University Of Chicago,"Xingcheng Xiao, John Carlisle, Orlando Auciello, Jeffrey Elam, Dieter Gruen",2005-04-01,2005-04-01,2006-10-05,,https://patents.google.com/patent/US20060222850A1/en,https://patentimages.storage.googleapis.com/0a/d3/b9/b6e9daa30bd3b1/US20060222850A1-20061005-D00000.png
US-2005160944-A1,Permafrost ceramicrete ,The University Of Chicago,"Arun Wagh, Brandon Fisher, Ramkumar Natarajan",2004-01-23,2004-09-14,2005-07-28,,https://patents.google.com/patent/US20050160944A1/en,https://patentimages.storage.googleapis.com/be/3e/08/9dd13b33591080/US20050160944A1-20050728-D00001.png
US-2005009712-A1,Methods to improve lubricity of fuels and lubricants ,The University Of Chicago,Ali Erdemir,2000-12-21,2004-07-30,2005-01-13,,https://patents.google.com/patent/US20050009712A1/en,https://patentimages.storage.googleapis.com/7b/63/97/563f995bb6b3c0/US20050009712A1-20050113-D00001.png
US-2007051278-A1,Light weight phosphate cements ,The University Of Chicago,"Arun Wagh, Ramkumar Natarajan, David Kahn",2005-09-02,2006-06-16,2007-03-08,,https://patents.google.com/patent/US20070051278A1/en,
US-2009062900-A1,"Devices, systems and methods to detect endothelialization of implantable medical devices ",University Of Chicago,"Ratnesh Lal, Neeraj Jolly, Sungho Jin, JaiShankar Raman",2007-09-04,2008-09-03,2009-03-05,,https://patents.google.com/patent/US20090062900A1/en,https://patentimages.storage.googleapis.com/US20090062900A1/US20090062900A1-20090305-D00000.png
