Primary Key,Tech ID,Internal ID,Patent Number,Serial Number,Docket No.,Application Type,Title,File Date,Priority Date,Expire Date,Issue Date,Nationalized Date,Publication Date,Status,Lead Inventor,Country,Lawfirm,Attorney,Legal Reference Number,Ext. Attorney Matter Number,Country WIPO ID,Date Actually Filed,Examiner,Inventors,IP Manager,Licensing Manager,CPA Reason For Stopping,CPA Renewal Type Codes,CPA Start Pay Date,CPA Stop Pay Date,CPI Case Types,CPI Start Pay Date,CPI Stop Pay Date,PCT Bar Date,PCT Filing Date,Priority Application Number,US Bar Date
615390,81-T-013,0138-001,,PCT/US83/00680,0138-001,PCT,Volumetric Samplings of Vaginal Secretions,5/6/1983,5/7/1982,11/7/1984,,,,Expired - Inactive,Gebhard Schumacher,*United States,,,,USET,US,5/6/1983,,"Gebhard Schumacher, Stephen Usala","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,5/7/1983,,"06/375,883",
613912,82-T-003,0139-001,"4,514,331","06/509,123",0139-001,US Utility,Peptide Hormones with Calcitonin-Like Activity,6/29/1983,6/29/1983,6/29/2003,4/30/1985,,,Expired - Inactive,Emil Kaiser,*United States,,, , ,US,6/29/1983, ,"Emil Kaiser, Gregory Moe","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/509,123",
610366,82-T-006,0141-001, ,"06/461,048",0141-001,US Utility,Anti-Bacterial Peptides,1/26/1983,1/26/1983,,,,,Abandoned,Michael Johnston,*United States,,, ,USET,US,1/26/1983, ,Michael Johnston,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/461,048",
610384,82-T-006,0141-002, ,"06/684,763",0141-002,Continuation in Part,Antibacterial Peptides,1/26/1983,1/26/1983,,,,,Abandoned,Michael Johnston,*United States,,, ,USET,US,12/21/1984, ,Michael Johnston,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/461,048",
612052,82-T-009,0144-001, ,"06/496,788",0144-001,US Utility,Ion Beam Microlithography,5/23/1983,5/23/1983,,,,,Abandoned,Riccardo Levi-Setti,*United States,,, , ,US,5/23/1983, ,"Paul LaMarche, Riccardo Levi-Setti","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/496,788",
615341,83-T-009,0150-001, ,"06/575,352",0150-001,US Utility,Vaccine against Epstein-Barr Virus,1/30/1984,1/30/1984,,,,,Abandoned,Elliott Kieff,*United States,"Marshall, Gerstein & Borun",, ,00024,US,1/30/1984, ,"Chris Beisel, Mary Hummel, Elliott Kieff, Jerome Tanner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/575,352",
615342,83-T-009,0150-002,"4,707,358","06/633,558",0150-002,Continuation in Part,Vaccine against Epstein-Barr Virus,1/30/1984,1/30/1984,11/17/2004,11/17/1987,,,Abandoned,Elliott Kieff,*United States,"Marshall, Gerstein & Borun",,203,203,US,7/23/1984, ,"Chris Beisel, Mary Hummel, Elliott Kieff, Jerome Tanner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/575,352",
611532,83-T-011,0155-001,"4,689,228","06/769,533",0155-001,US Utility,Enhanced Absorption of Dietary Mineral Components,8/26/1985,8/26/1985,8/26/2005,8/25/1987,,,Abandoned,Irwin Rosenberg,*United States,,"Hill, Philip", ,USET,US,8/26/1985, ,Irwin Rosenberg,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/769,533",
611355,84-T-002,0157-001, ,"06/613,708",0157-001,US Utility,Cubylmetallics,5/23/1984,5/23/1984,,,,,Abandoned,Philip Eaton,*United States,"Reinhart, Boerner, Van Deuren, Norris & Rieselbach",, ,107CON-111,US,5/23/1984, ,"Graziano Castaldi, Philip Eaton","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"06/613,708",
611352,84-T-002,0157-002, ,"07/112,231",0157-002,Continuation in Part,Cubane Derivatives,5/23/1984,5/23/1984,,,,,Abandoned,Philip Eaton,*United States,"Reinhart, Boerner, Van Deuren, Norris & Rieselbach",, ,107CON-111,US,10/21/1987, ,"Graziano Castaldi, Philip Eaton","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"06/613,708",
611353,84-T-002,0157-003, ,"07/405,115",0157-003,Continuation in Part,Cubane Derivatives,5/23/1984,5/23/1984,,,,,Abandoned,Philip Eaton,*United States,"Reinhart, Boerner, Van Deuren, Norris & Rieselbach",, ,107CON-111,US,9/7/1989, ,"Graziano Castaldi, Philip Eaton","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/112,231",
611354,84-T-002,0157-004, ,"07/787,768",0157-004,Continuation in Part,Cubane Derivatives,5/23/1984,5/23/1984,,,,,Abandoned,Philip Eaton,*United States,"Reinhart, Boerner, Van Deuren, Norris & Rieselbach",, ,107CON-111,US,11/6/1991, ,"Graziano Castaldi, Philip Eaton","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/405,115",
610305,85-T-012,0170-001,"4,783,443","06/835,280",0170-001,US Utility,Amino Acyl Cephalosporin Derivatives,3/3/1986,3/3/1986,3/3/2006,11/8/1988,,,Abandoned,Michael Johnston,*United States,,, , ,US,3/3/1986, ,"Michael Johnston, Shahrair Mobashery","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"06/835,280",
610822,85-T-012,0170-002, ,PCT/US87/00399,0170-002,PCT,Cephalosporin Derivatives,3/3/1986,3/3/1986,9/3/1988,,,,Abandoned,Michael Johnston,*United States,,, , ,US,2/27/1987, ,"Michael Johnston, Shahrair Mobashery","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,3/3/1987,,"06/835,280",
611557,86-T-010,0173-001, ,"07/092,430",0173-001,US Utility,Expression of Cloned Genes,9/3/1987,9/3/1987,,,,,Abandoned,Thomas Terwilliger,*United States,"Laff, Whitesel, Conte & Saret",, ,220223,US,9/3/1987, ,Thomas Terwilliger,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/092,430",
610406,86-T-011,0174-001,"4,742,000","06/859,135",0174-001,US Utility,Antibody to Human Progesterone Receptor and Diagnostic Materials and Methods,5/2/1986,5/2/1986,5/2/2006,5/3/1988,,,Expired - Inactive,Geoffrey Greene,*United States,"Leydig, Voit & Mayer, Ltd.","Gagala, Bruce", ,22230,US,5/2/1986, ,Geoffrey Greene,"Sun, Han","Tennant, Thelma",,,,,,,,,,"06/859,135",
610407,86-T-011,0174-002, ,PCT/US87/00970,0174-002,PCT,Antibody to Human Progesterone Receptor and Diagnostic Materials and Methods,5/2/1986,5/2/1986,11/2/1988,11/5/1987,,,Expired - Inactive,Geoffrey Greene,*United States,"Leydig, Voit & Mayer, Ltd.","Gagala, Bruce", , ,US,4/3/1987, ,Geoffrey Greene,"Sun, Han","Tennant, Thelma",,,,,,,,5/2/1987,,"06/859,135",
611279,86-T-012,0175-001,"4,572,203","06/461,664",0175-001,US Utility,Contrast Agents for Ultrasound Imaging,1/27/1983,1/27/1983,2/26/2003,2/26/1986,,,Expired - Inactive,Kunio Doi,*United States,,, , ,US,1/27/1983, ,"Kunio Doi, Steven Feinstein","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"06/461,664",
611278,86-T-012,0175-002,"4,718,433","06/805,975",0175-002,Continuation in Part,Contrast Agents for Ultrasonic Imaging,1/27/1983,1/27/1983,1/12/2003,1/12/1988,,,Expired - Inactive,Kunio Doi,*United States,,, , ,US,12/5/1985, ,"Kunio Doi, Steven Feinstein","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"06/461,664",
613424,86-T-014,0176-001,"4,752,948","06/936,192",0176-001,US Utility,Mobile Radiography Alignment Device,12/1/1986,12/1/1986,12/1/2008,6/21/1988,,,Expired - Inactive,Heber MacMahon,*United States,"Leydig, Voit & Mayer, Ltd.","Pillai, Xavier", ,25950,US,12/1/1986, ,Heber MacMahon,"Cox, Ben","Juggernauth, Anne",,,,,,,,,,"06/936,192",
613423,86-T-014,0176-002, ,PCT/US87/03126,0176-002,PCT,Mobile Radiography,12/1/1986,12/1/1986,6/1/1989,,,,Expired - Inactive,Heber MacMahon,*United States,"Leydig, Voit & Mayer, Ltd.",, ,25951,US,11/25/1987, ,Heber MacMahon,"Cox, Ben","Juggernauth, Anne",,,,,,,,,,"06/936,192",
614747,86-T-016,0179-001, ,"07/172,141",0179-001,US Utility,Synthesis of Carboxylic Ring,3/23/1988,3/23/1988,,,,,Abandoned,Jeffrey Winkler,*United States,"Laff, Whitesel, Conte & Saret",, ,320-00011,US,3/23/1988, ,"Kevin Henega, Jeffrey Winkler","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/172,141",
610879,87-T-010,0180-001, ,"07/089,491",0180-001,US Utility,Chicago Druggist,8/26/1987,8/26/1987,,,,,Abandoned,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-035,US,8/26/1987, ,Michael Roizen,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/089,491",
610863,87-T-015,0183-001,"4,883,898","07/131,113",0183-001,US Utility,Chemiluminescent Compounds,12/10/1987,12/10/1987,12/10/2007,11/28/1989,,,Abandoned,Nien-chu Yang,*United States,"Leydig, Voit & Mayer, Ltd.",, ,25568,US,12/10/1987, ,Nien-chu Yang,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/131,113",
614129,87-T-013,0185-001,"5,025,374","07/130,934",0185-001,US Utility,Portable System for Choosing Pre-Operative Patient Test,12/9/1987,12/9/1987,6/18/2008,6/18/1991,,,Expired - Inactive,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-009,US,12/9/1987, ,"Eric Kaplan, Richard Pfisterer, Michael Roizen, Bruce Schreider, William Turcotte II","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/130,934",
614127,87-T-013,0185-002,"D312,621","07/161,662",0185-002,Design Patent,Portable Medical Data Entry Computer,2/29/1988,12/9/1987,12/4/2007,12/4/1990,,,Expired - Inactive,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-012,US,2/29/1988, ,"Michael Roizen, Leonid Soren","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/130,934",
611747,87-T-013,0185-003, ,"07/497,891",0185-003,Divisional,Health Quiz,12/9/1987,12/9/1987,3/21/2010,,,,Abandoned,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-036,US,3/21/1990, ,"Richard Pfisterer, Michael Roizen, Leonid Soren, William Turcotte II","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/130,934",
611748,87-T-013,0185-004, ,"07/711,616",0185-004,Continuation in Part,Health Quiz,12/9/1987,12/9/1987,6/6/2011,,,,Abandoned,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-037,US,6/6/1991, ,"Richard Pfisterer, Michael Roizen, Leonid Soren, William Turcotte II","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/130,934",
611749,87-T-013,0185-005, ,"07/794,295",0185-005,Continuation in Part,Health Quiz,12/9/1987,12/9/1987,11/14/2011,,,,Abandoned,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, , ,US,11/14/1991, ,"Richard Pfisterer, Michael Roizen, Leonid Soren, William Turcotte II","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/497,891",
614128,87-T-013,0185-006,"5,341,291","08/027,920",0185-006,Continuation in Part,Portable Medical Interactive Test Selector Having Plug-In Replaceable Memory,12/9/1987,12/9/1987,11/14/2011,8/23/1994,,,Abandoned,Michael Roizen,*United States,"Laff, Whitesel, Conte & Saret",, ,320-36,US,3/8/1993, ,"Richard Pfisterer, Michael Roizen, William Turcotte II","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/794,295",
614443,87-T-032,0191.1-001,"5,431,901","07/227,793",0191.1-001,US Utility,Selective isotopic labeling of spin labels for electron spin resonance spectroscopy,8/3/1988,8/3/1988,7/11/2012,7/11/1995,,,Abandoned,Howard Halpern,*United States,"Marshall, Gerstein & Borun","Napoli, James", ,27434-10005,US,8/3/1988, ,"James Bowman, Howard Halpern, Beverly Teicher","Cox, Ben","Butler, Brittany",,,,,,,,,,"07/227,793",
612151,87-T-032,0191.1-002, ,PCT/US86/01497,0191.1-002,PCT,Magnetic/Electronic Spin Resonance,8/3/1988,8/3/1988,2/3/1991,,,,Expired - Inactive,Howard Halpern,*United States,,, ,27434-10005,US,7/14/1989, ,"James Bowman, Howard Halpern, Beverly Teicher","Cox, Ben","Butler, Brittany",,,,,,,,8/3/1989,,"07/227,793",
612150,87-T-031,0191-001,"4,714,886","06/755,666",0191-001,US Utility,Magnetic Resonance Analysis of Substances in Samples that Include Dissipative Material.,7/16/1985,7/16/1985,7/16/2005,12/22/1987,,,Expired - Inactive,Howard Halpern,*United States,,, ,27434-10005,US,7/16/1985, ,"James Bowman, Howard Halpern, Beverly Teicher","Cox, Ben","Butler, Brittany",,,,,,,,,,"06/755,666",
614175,87-T-022,0192-001,"5,135,856","07/066,059",0192-001,US Utility,Production of Autocrine Growth Factors,6/24/1987,6/24/1987,8/4/2009,8/4/1992,,,Expired - Inactive,F. Gary Toback,*United States,Barnes & Thornburg,"Kassel, Mark", ,21459-90076,US,6/24/1987, ,"Stephen Gluck, F. Gary Toback, Margaret Walsh-Reitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"07/066,059",
612903,87-T-022,0192-002, ,"07/764,689",0192-002,Continuation in Part,Methods and Compositions for the Preparation and Use of Autocrine Growth Factors,6/24/1987,6/24/1987,,,,,Abandoned,F. Gary Toback,*United States,Barnes & Thornburg,"Martin, Alice", ,21459-90056,US,9/24/1991, ,"Stephen Gluck, F. Gary Toback, Margaret Walsh-Reitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"07/066,059",
612904,87-T-022,0192-003,"5,476,922","08/126,103",0192-003,Continuation,Methods and Compositions for the Preparation and Use of Autocrine Growth Factors,6/24/1987,6/24/1987,12/19/2012,12/19/1995,,,Expired - Inactive,F. Gary Toback,*United States,Barnes & Thornburg,"Kassel, Mark", ,21459-90077,US,9/22/1993, ,"Stephen Gluck, F. Gary Toback, Margaret Walsh-Reitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"07/066,059",
614372,87-T-022,0192-004,"5,821,218","08/573,182",0192-004,Divisional,Regeneration of Kidney Tissue and Use of Autocrine Growth Factors,6/24/1987,6/24/1987,6/24/2007,10/13/1998,,,Expired - Inactive,F. Gary Toback,*United States,Barnes & Thornburg,"Martin, Alice", ,21459-90080,US,12/15/1995, ,"Stephen Gluck, F. Gary Toback, Margaret Walsh-Reitz","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"07/066,059",
611929,87-T-030,0198-001,"4,945,040","07/162,000",0198-001,US Utility,Immunoassay for Lipoprotein(A),2/29/1988,2/29/1988,2/29/2008,7/31/1990,,,Expired - Inactive,Angelo Scanu,*United States,"Marshall, Gerstein & Borun","Borun, Michael", ,27434-8340,US,2/29/1988, ,"Gunther Fless, Angelo Scanu","Ginsburg, Eric","Muite, Kevin",,,,,,,,,,"07/162,000",
614180,94-T-024,0199-001,,"60/077,960",0199-001,Provisional,Production of Kidney Cell Autocrine Growth Factors,3/13/1998,3/13/1998,3/13/1999,,,,Expired - Inactive,F. Gary Toback,*United States,Barnes & Thornburg,"Martin, Alice",,7814-017,US,3/13/1998,,"Sreedharan Kartha, F. Gary Toback","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/077,960",
613693,87-T-037,0200-002,"5,243,459","07/348,056",0200-002,US Utility,Nonimaging Radiant Energy Device,5/5/1989,5/5/1989,9/7/2010,9/7/1993,,,Expired - Inactive,Roland Winston,*United States,"Marshall, Gerstein & Borun","Borun, Michael", ,27566-D8386AUS,US,5/5/1989, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613694,87-T-037,0200-003, ,PCT/US90/02427,0200-003,PCT,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,11/5/1991,,,,Expired - Inactive,Roland Winston,*United States,"Marshall, Gerstein & Borun",, , ,US,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,5/5/1990,,"07/348,056",
613695,87-T-037,0200-004,69024954.3,90908362.8DE,0200-004,Validated EPO,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,1/17/1996,,,Abandoned,Roland Winston,Germany,"Marshall, Gerstein & Borun",, ,27566-D8386Germany,DE,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613696,87-T-037,0200-005,471781,90908362.8FR,0200-005,Validated EPO,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,1/17/1995,,,Abandoned,Roland Winston,France,"Marshall, Gerstein & Borun",, ,27566-D8386France,FR,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613697,87-T-037,0200-006,471781,90908362.8GB,0200-006,Validated EPO,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,1/17/1996,,,Abandoned,Roland Winston,United Kingdom,"Marshall, Gerstein & Borun","Hirsch, Martin", ,27566-D8386GreatBritain,GB,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613698,87-T-037,0200-007,471781,90908362.8IT,0200-007,Validated EPO,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,1/17/1996,,,Abandoned,Roland Winston,Italy,"Marshall, Gerstein & Borun","Hirsch, Martin", ,27566-D8386Italy,IT,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613699,87-T-037,0200-008,471781,90908362.8NL,0200-008,Validated EPO,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,1/17/1996,,,Abandoned,Roland Winston,Netherlands,"Marshall, Gerstein & Borun","Hirsch, Martin", ,27566-8386Netherlands,NL,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613700,87-T-037,0200-009,3328274,HEI 2-508157,0200-009,Nationalized PCT,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,2/21/2003,,,Abandoned,Roland Winston,Japan,"Marshall, Gerstein & Borun","Hirsch, Martin", ,27566-D8386Japan,JP,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613701,87-T-037,0200-010,3400987,2000-402092,0200-010,Divisional,Nonimaging Radiant Energy Device,5/1/1990,5/5/1989,5/1/2010,2/21/2003,,,Expired - Inactive,Roland Winston,Japan,"Marshall, Gerstein & Borun","Hirsch, Martin", ,27566-D8386AJapan,JP,5/1/1990, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,, ,
613702,87-T-037,0200-011,"5,557,478","08/115,220",0200-011,Divisional,Nonimaging Radiant Energy Device,5/5/1989,5/5/1989,9/17/2013,9/17/1996,,,Expired - Inactive,Roland Winston,*United States,"Marshall, Gerstein & Borun","Borun, Michael", ,27556-31550,US,9/1/1993, ,"Xiaohui Ning, Roland Winston","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
613703,87-T-037,0200-012,"5,610,768","08/471,730",0200-012,Divisional,Nonimaging Radiant Energy Device,5/5/1989,5/5/1989,3/11/2014,3/11/1997,,,Expired - Inactive,Roland Winston,*United States,"Marshall, Gerstein & Borun","Borun, Michael", ,27566-32696,US,6/6/1995, ,Roland Winston,"Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/348,056",
611831,87-T-042,0202-001, ,"07/135,337",0202-001,US Utility,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, ,9332,US,12/21/1987, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/135,337",
611832,87-T-042,0202-002, ,"07/235,011",0202-002,Continuation in Part,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, ,27434-D8572US,US,8/22/1988, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/135,337",
611833,87-T-042,0202-003, ,"07/237,979",0202-003,Continuation in Part,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",,8681,8681,US,8/29/1988, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/235,011",
611834,87-T-042,0202-004, ,PCT/US88/04552,0202-004,PCT,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,12/20/2008,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, , ,US,12/20/1988, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/237,979",
611835,87-T-042,0202-005, ,PCT/US88/04553,0202-005,PCT,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,6/21/1990,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, ,8681,US,12/20/1988, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,12/21/1988,,"07/135,337",
611836,87-T-042,0202-006, ,"07/499,469",0202-006,Continuation in Part,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,,,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, ,9235,US,12/11/1989, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/235,011",
611837,87-T-042,0202-007,"5,039,618","07/499,488",0202-007,Continuation in Part,HIV Related Antigens and Antibodies,12/21/1987,12/21/1987,8/29/2008,8/13/1991,,,Abandoned,Clifford Gurney,*United States,"Marshall, Gerstein & Borun",, ,9236,US,12/11/1989, ,"Clifford Gurney, Shung-Tai Ho","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/237,979",
611848,02-T-087,02-021-001,,"60/424,442",02-021-001,Provisional,Human Stem Cell Materials and Methods,11/7/2002,11/7/2002,11/7/2003,,,,Expired - Inactive,Eliezer Huberman,*United States,"Marshall, Gerstein & Borun","Merkel, William",38531,27373-38531,US,11/7/2002,,"Eliezer Huberman, Yong Zhao","Sun, Han","Tennant, Thelma",,,,,,,,,,"60/424,442",
611849,02-T-087,02-021-002,,"2,505,394",02-021-002,Nationalized PCT,Human Stem Cell Materials and Methods,11/7/2003,11/7/2002,11/7/2023,,,5/27/2004,Abandoned,Eliezer Huberman,Canada,"Marshall, Gerstein & Borun","Merkel, William",38531A-CA,27373-38531ACA,CA,5/6/2005,,"Eliezer Huberman, Yong Zhao","Sun, Han","Tennant, Thelma",,,,,,,,11/7/2004,11/7/2003,"60/424,442",
611850,02-T-087,02-021-003,,PCT/US03/35538,02-021-003,PCT,Human Stem Cell Materials and Methods,11/7/2003,11/7/2002,5/7/2005,,,5/27/2004,Expired - Inactive,Eliezer Huberman,*United States,"Marshall, Gerstein & Borun","Merkel, William",38531A-PC,27373-38531A PCT,US,11/7/2003,,"Eliezer Huberman, Yong Zhao","Sun, Han","Tennant, Thelma",,,,,,,,11/7/2003,,"60/424,442",
611851,02-T-087,02-021-004,,"10/704,110",02-021-004,US Utility,Human Stem Cell Materials and Methods,11/7/2003,11/7/2002,11/7/2022,,,7/15/2004,Abandoned,Eliezer Huberman,*United States,"Marshall, Gerstein & Borun","Merkel, William",38531A,27373-38531A US,US,11/7/2003,,"Eliezer Huberman, Yong Zhao","Sun, Han","Tennant, Thelma",,,,,,,,,,"60/424,442",
611852,02-T-087,02-021-005,,2004-551870,02-021-005,Nationalized PCT,Human Stem Cell Materials and Methods,11/7/2003,11/7/2002,11/7/2023,,,,Abandoned,Eliezer Huberman,Japan,"Marshall, Gerstein & Borun","Merkel, William",38531A-JP,27373-38531A JP,JP,5/9/2005,,"Eliezer Huberman, Yong Zhao","Sun, Han","Tennant, Thelma",,,,,,,,,11/7/2003,"60/424,442",
