,Tech_ID,Title,Serial_Number,Patent_Number,Country,Country_WIPO_ID,File_Date,Issue_Date,Publication_Number,Date_Actually_Filed,Internal_ID,Entity_Size,Priority_Date,Status_Date,Is_Priority,Last_Related_Update,Status,Lawfirm,Attorney,Legal_Reference_Number,Inventors,Application_Type,Created_Date,Docket_No,Expire_Date,IP_Manager,Lead_Inventor,Licensing_Manager,Primary_Key,Publication_Date,Technology_Key,Licensed
59,00-T-027,Liver X Receptor Agonists,02731581.1BE,1392713,Belgium,BE,5/2/2002,10/17/2007,1392713,10/17/2007,0832-013,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-013,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612099,3/3/2004,581866,Yes
60,00-T-027,Liver X Receptor Agonists,02731581.1CH,1392713,Switzerland,CH,5/2/2002,10/17/2007,1392713,10/17/2007,0832-014,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-014,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612100,3/3/2004,581866,Yes
61,00-T-027,Liver X Receptor Agonists,02731581.1DE,602 23 020,Germany,DE,5/2/2002,7/24/2008,1392713,7/24/2008,0832-015,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-015,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612101,3/3/2004,581866,Yes
62,00-T-027,Liver X Receptor Agonists,02731581.1DK,1392713,Denmark,DK,5/2/2002,10/17/2007,1392713,10/17/2007,0832-016,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-016,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612102,3/3/2004,581866,Yes
63,00-T-027,Liver X Receptor Agonists,02731581.1ES,1392713,Spain,ES,5/2/2002,10/17/2007,1392713,10/17/2007,0832-017,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-017,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612103,3/3/2004,581866,Yes
64,00-T-027,Liver X Receptor Agonists,02731581.1FI,1392713,Finland,FI,5/2/2002,10/17/2007,1392713,10/17/2007,0832-018,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-018,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612105,3/3/2004,581866,Yes
65,00-T-027,Liver X Receptor Agonists,02731581.1GB,1392713,United Kingdom,GB,5/2/2002,10/17/2007,1392713,10/17/2007,0832-019,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-019,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612106,3/3/2004,581866,Yes
66,00-T-027,Liver X Receptor Agonists,02731581.1GR,"3,064,371",Greece,GR,5/2/2002,1/17/2008,1392713,1/17/2008,0832-020,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-020,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612107,3/3/2004,581866,Yes
67,00-T-027,Liver X Receptor Agonists,02731581.1IE,1392713,Ireland,IE,5/2/2002,10/17/2007,1392713,2/1/2008,0832-021,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-021,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612108,3/3/2004,581866,Yes
68,00-T-027,Liver X Receptor Agonists,02731581.1IT,1392713,Italy,IT,5/2/2002,10/17/2007,1392713,2/1/2008,0832-022,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-022,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612109,3/3/2004,581866,Yes
69,00-T-027,Liver X Receptor Agonists,02731581.1LU,1392713,Luxembourg,LU,5/2/2002,10/17/2007,1392713,10/17/2007,0832-023,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-023,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612110,3/3/2004,581866,Yes
70,00-T-027,Liver X Receptor Agonists,02731581.1NL,1392713,Netherlands,NL,5/2/2002,10/17/2007,1392713,10/17/2007,0832-024,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-024,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612111,3/3/2004,581866,Yes
71,00-T-027,Liver X Receptor Agonists,02731581.1PT,1392713,Portugal,PT,5/2/2002,10/17/2007,1392713,10/17/2007,0832-025,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-025,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612112,3/3/2004,581866,Yes
72,00-T-027,Liver X Receptor Agonists,02731581.1SE,1392713,Sweden,SE,5/2/2002,10/17/2007,1392713,10/17/2007,0832-026,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-026,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612113,3/3/2004,581866,Yes
73,00-T-027,Liver X Receptor Agonists,02731581.1TR,2008 00330,Turkey,TR,5/2/2002,10/17/2007,1392713,10/17/2007,0832-027,Small,5/3/2001,,No,4/28/2022,Abandoned,"Cesari and McKenna, LLP",, ,"Qing Dai, Shutsung Liao, Ching Song",Validated EPO,4/12/2018,0832-027,5/2/2022,"Dembo, Anna",Shutsung Liao,"Tennant, Thelma",612114,3/3/2004,581866,Yes
74,00-T-031,Methods For Isolating Centromere DNA,01950388.7EPO, ,European Patent Office (EPO),EP,6/22/2001,,EP 1 339 868 A2,1/8/2003,0836-003,Small,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",,3011AA-EP,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Nationalized PCT,4/12/2018,0836-003,6/22/2021,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613222,3/9/2003,581870,Yes
75,00-T-031,Methods for Isolating Centromere DNA,2001271383, ,Australia,AU,6/22/2001,9/6/2007,7138301,1/8/2003,0836-004,Small,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",,30011-AU,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Nationalized PCT,4/12/2018,0836-004,6/22/2021,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613223,1/18/2002,581870,Yes
76,00-T-031,Methods For Isolating Plant Centromere DNA,"2,412,609","2,412,609",Canada,CA,6/22/2001,9/7/2010, ,1/8/2003,0836-002,Large,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",,30011-CA,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Nationalized PCT,4/12/2018,0836-002,6/22/2021,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613224,1/3/2002,581870,Yes
77,00-T-031,Methods for Isolating Plant Centromere DNA,2007202319, ,Australia,AU,6/22/2001,,7138301,5/17/2007,0836-007,Small,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",,30011B-AU,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Divisional,4/12/2018,0836-007,6/22/2021,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613225,1/18/2002,581870,Yes
78,00-T-031,Methods of Isolating Centromere DNA,PCT/US01/19966, ,*United States,US,6/22/2001,,WO 02/000842 A3,6/22/2001,0836-006,Small,6/23/2000,,No,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Sintich, Sharon",30011-PC,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",PCT,4/12/2018,0836-006,12/23/2002,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613333,1/3/2002,581870,Yes
79,00-T-031,Methods of Isolating Plant Centromere DNA,"60/228,793", ,*United States,US,6/23/2000,, ,6/23/2000,0836-001,Small,6/23/2000,,Yes,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Sintich, Sharon",30011,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Provisional,4/12/2018,0836-001,6/23/2001,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",613334,,581870,Yes
80,00-T-031,Use of Methylated Nucleic Acid Segments for Isolating Centromere DNA,"09/888,220","6,649,347",*United States,US,6/22/2001,11/18/2003,US-2002-123053-A1,6/22/2001,0836-005,Small,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",,30011A,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",US Utility,4/12/2018,0836-005,6/23/2020,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",615206,9/5/2002,581870,Yes
81,00-T-031,Use of Methylated Nucleic Acid Segments for Isolating Centromere DNA,"10/620,924","7,132,240",*United States,US,6/22/2001,11/7/2006,US-2004-023282-A1,7/16/2003,0836-008,Small,6/23/2000,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun",, ,"Gregory Copenhaver, Kevin Keith, Song Luo, Daphne Preuss",Continuation,4/12/2018,0836-008,7/16/2023,"Unassigned, Unassigned",Daphne Preuss,"Unassigned, Unassigned",615207,2/5/2004,581870,Yes
82,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,PCT/US02/09885, ,*United States,US,3/29/2002,,WO 02/078640 A3,3/29/2002,0837-002,Small,3/29/2001,,No,4/28/2022,Expired - Inactive,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",PCT,4/12/2018,0837-002,9/21/2003,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611301,10/10/2002,581871,Yes
83,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4EPO,1415154,European Patent Office (EPO),EP,3/29/2002,10/21/2009,EP 1 415 154 A2,9/29/2003,0837-007,Small,3/29/2001,,No,4/28/2022,Expired - Inactive,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-007,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611302,5/6/2004,581871,Yes
84,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,"2,442,684", ,Canada,CA,3/29/2002,11/19/2013, ,9/29/2003,0837-008,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-008,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611303,9/29/2003,581871,Yes
85,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,2002-258663,2002258663,Australia,AU,3/29/2002,6/5/2008, ,9/29/2003,0837-009,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-009,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611304,3/29/2002,581871,Yes
86,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,PA/A/2003/008861,264044,Mexico,MX,3/29/2002,1/23/2009, ,9/29/2003,0837-013,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-013,9/29/2023,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611305,,581871,Yes
87,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,"10/842,989","7,629,317",*United States,US,3/29/2002,12/8/2009,US-2005-031582-A1,5/11/2004,0837-014,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Continuation,4/12/2018,0837-014,7/29/2023,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611306,2/10/2005,581871,Yes
88,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,"10/473,571","8,278,269",*United States,US,3/29/2002,10/2/2012,US-2005-054564-A1,6/22/2004,0837-015,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",US Utility,4/12/2018,0837-015,6/22/2024,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611307,3/10/2005,581871,Yes
89,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,05010217.7EPO, ,European Patent Office (EPO),EP,3/29/2002,, ,5/10/2005,0837-017,Small,3/29/2001,,Yes,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,F. Gary Toback,Nationalized PCT,4/12/2018,0837-017,5/10/2025,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611308,,581871,Yes
90,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,"12/604,609","7,910,543",*United States,US,3/29/2002,3/22/2011,US-2010-0113356-A1,5/11/2004,0837-019,Small,3/29/2001,4/2/2019,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Divisional,4/12/2018,0837-019,3/29/2021,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611309,5/6/2010,581871,Yes
91,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4DE,1415154,Germany,DE,3/29/2002,10/21/2009, ,10/21/2009,0837-020,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Validated EPO,4/12/2018,0837-020,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611310,,581871,Yes
92,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4FR,1415154,France,FR,3/29/2002,10/21/2009, ,10/27/2009,0837-021,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Validated EPO,4/12/2018,0837-021,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611311,,581871,Yes
93,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4GB,1415154,United Kingdom,GB,3/29/2002,10/21/2009, ,10/27/2009,0837-022,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Validated EPO,4/12/2018,0837-022,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611312,,581871,Yes
94,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4ES,1415154,Spain,ES,3/29/2002,10/21/2009, ,11/30/2009,0837-023,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Validated EPO,4/12/2018,0837-023,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611313,,581871,Yes
95,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,02728619.4IT,1415154,Italy,IT,3/29/2002,10/21/2009,31127/2009,12/28/2009,0837-024,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Validated EPO,4/12/2018,0837-024,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611314,,581871,Yes
96,00-T-032,Control of Growth and Repair of Gastro-intestinal Tissues by Gastrokines and Inhibitors,"13/042,958","8,741,838",*United States,US,3/29/2002,6/3/2013, ,3/8/2011,0837-025,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Continuation,4/12/2018,0837-025,3/29/2021,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611315,,581871,Yes
97,00-T-032,Control of Growth and Repair of Gastro-Intestinal Tissues by Gastrokines and Inhibitors,"13/599,417","8,791,068",*United States,US,3/29/2002,7/29/2014,US-2013-086701,8/30/2012,0837-026,Small,3/29/2001,8/2/2018,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Continuation,4/12/2018,0837-026,3/29/2021,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611316,4/4/2013,581871,Yes
98,00-T-032,Control of Growth and Repair of Grastro-Intestinal Tissues by Gastrokines and Inhibitors,2002-576908,4281947,Japan,JP,3/29/2002,3/27/2009, ,9/29/2003,0837-010,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-010,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611318,,581871,Yes
99,00-T-032,Control of Growth and Repair of Grastro-Intestinal Tissues by Gastrokines and Inhibitors,2007-121196, ,Japan,JP,3/29/2002,, ,5/1/2007,0837-018,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Terence Martin, F. Gary Toback, Margaret Walsh-Reitz",Divisional,4/12/2018,0837-018,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611319,,581871,Yes
100,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,"09/821,726","6,734,289",*United States,US,3/29/2001,5/11/2004,US-2003-017548-A1,3/29/2001,0837-001,Small,3/29/2001,12/21/2021,Yes,4/28/2022,Expired - Inactive,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Terence Martin, Thomas Powell, F. Gary Toback",US Utility,4/12/2018,0837-001,3/29/2021,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611625,1/23/2003,581871,Yes
101,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,PCT/US02/10148, ,*United States,US,3/29/2002,,WO 02/092758 A3,3/29/2002,0837-003,Small,3/29/2001,,No,4/28/2022,Expired - Inactive,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Terence Martin, Thomas Powell, F. Gary Toback",PCT,4/12/2018,0837-003,9/29/2003,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611626,11/21/2002,581871,Yes
102,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,"2,442,635", ,Canada,CA,3/29/2002,, ,9/29/2003,0837-004,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Somnath Bhattacharyya, Terence Martin, Thomas Powell, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-004,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611627,,581871,Yes
103,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,2002303199,2002303199,Australia,AU,3/29/2002,6/26/2008, ,10/6/2003,0837-005,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Somnath Bhattacharyya, Terence Martin, Thomas Powell, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-005,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611628,,581871,Yes
104,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,2002-589626,4295516,Japan,JP,3/29/2002,4/17/2009,2004-532037,9/29/2003,0837-006,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Somnath Bhattacharyya, Terence Martin, Thomas Powell, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-006,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611629,10/21/2004,581871,Yes
105,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,02731209.9EPO, ,European Patent Office (EPO),EP,3/29/2002,,1423409,9/26/2003,0837-011,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Somnath Bhattacharyya, Terence Martin, Thomas Powell, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-011,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611630,6/2/2004,581871,Yes
106,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,PA/a/2003/008855,241668,Mexico,MX,3/29/2002,11/3/2006, ,9/29/2003,0837-012,Small,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Somnath Bhattacharyya, Terence Martin, Thomas Powell, F. Gary Toback, Margaret Walsh-Reitz",Nationalized PCT,4/12/2018,0837-012,3/29/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611631,,581871,Yes
107,00-T-032,Gastrokines and Derived Peptides Including Inhibitors,"10/473,524","7,557,083",*United States,US,3/29/2002,7/7/2009,US-2005-065328-A1,10/21/2004,0837-016,None,3/29/2001,,No,4/28/2022,Abandoned,Barnes & Thornburg,"Martin, Alice", ,"Kan Agarwal, Terence Martin, Thomas Powell, F. Gary Toback",US Utility,4/12/2018,0837-016,9/6/2022,"Dembo, Anna",F. Gary Toback,"Tennant, Thelma",611632,3/24/2005,581871,Yes
108,00-T-035,Ginseng Berry Extracts and Pharmaceutical Composition from Ginseng Berry for the Treatment of Type 2 Diabetes and Obesity,"60/246,628", ,*United States,US,11/7/2000,, ,11/7/2000,0840-001,Small,11/7/2000,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark", ,Chun-Su Yuan,Provisional,4/12/2018,0840-001,11/7/2001,"Dembo, Anna",Chun-Su Yuan,"Tennant, Thelma",611698,,581874,Yes
109,00-T-035,Ginseng Berry Extracts and Pharmaceutical Composition from Ginseng Berry for the Treatment of Type 2 Diabetes and Obesity,PCT/US01/31860, ,*United States,US,10/9/2001,,WO 02/31860,10/9/2001,0840-002,Small,11/7/2000,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark", ,Chun-Su Yuan,PCT,4/12/2018,0840-002,5/7/2003,"Dembo, Anna",Chun-Su Yuan,"Tennant, Thelma",611699,5/16/2002,581874,Yes
110,00-T-035,Ginseng Berry Extracts and Pharmaceutical Compositions  from Ginseng Berry for the Treatment of Type 2 Diabetes and Obesity,"09/974,749", ,*United States,US,10/9/2001,,US-2002-0136785-A1,10/9/2001,0840-003,Small,11/7/2000,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Wilson, Mark", ,Chun-Su Yuan,US Utility,4/12/2018,0840-003,11/7/2020,"Dembo, Anna",Chun-Su Yuan,"Tennant, Thelma",611700,9/26/2002,581874,Yes
111,00-T-041,Compositions and Methods for Optimizing Epirubicin Dosing,"60/264,534", ,*United States,US,1/26/2001,, ,1/26/2001,0846-001,Small,1/26/2001,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Parker, David", ,"Soma Das, Federico Innocenti, Lalitha Iyer, Mark Ratain",Provisional,4/12/2018,0846-001,1/26/2002,"Sun, Han",Mark Ratain,"Tennant, Thelma",610996,,581880,Yes
112,00-T-041,Compositions and Methods for Optimizing UGT2B7 Substrate Dosings and for Predicting UGT2B7 Substrate Toxicity,"10/057,834", ,*United States,US,1/25/2002,,US-2003-099960-A1,1/25/2002,0846-002,Small,1/26/2001,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Soma Das, Federico Innocenti, Lalitha Iyer, Mark Ratain, Michael Sawyer",US Utility,4/12/2018,0846-002,1/26/2021,"Sun, Han",Mark Ratain,"Tennant, Thelma",610997,5/29/2003,581880,Yes
